births_2017_18, natural_increase_2020_21, births_2020_21, births_2016_17, state_name_2021, net_internal_migration_2019_20, deaths_2018_19, internal_departures_2018_19, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, lga_name_2021, internal_arrivals_2017_18, overseas_departures_2020_21, deaths_2017_18, internal_arrivals_2016_17, lga_code_2021, net_overseas_migration_2019_20, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, erp_2021, erp_2020, erp_change_per_cent_2020_21, net_overseas_migration_2016_17, overseas_arrivals_2020_21, net_internal_migration_2018_19, overseas_arrivals_2016_17, net_overseas_migration_2018_19, overseas_arrivals_2017_18, area_km2, net_internal_migration_2020_21, overseas_arrivals_2019_20, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, births_2019_20, erp_2012, erp_2011, erp_2010, internal_departures_2019_20, erp_2016, deaths_2020_21, erp_2015, erp_2014, erp_2013, internal_departures_2020_21, erp_change_number_2020_21, internal_arrivals_2019_20, overseas_arrivals_2018_19, overseas_departures_2019_20, internal_departures_2017_18, deaths_2019_20, state_code_2021, natural_increase_2016_17, pop_density_2021_people_per_km2, net_overseas_migration_2020_21, primaryindex, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, internal_arrivals_2020_21, erp_2004, internal_arrivals_2018_19, net_overseas_migration_2017_18, natural_increase_2019_20, births_2018_19
873,457,865,838,"New South Wales",-139,406,4931,465,142,467,129,"Hawkesbury",4593,96,406,3864,"13800",108,4116,455,66669,67007,67288,-299,68009,67745,0.389699995517731,192,114,-344,309,160,299,2775.1376953125,-211,267,63066,63618,61725,62262,-252,857,64670,64353,63982,4560,66346,408,65890,65503,65145,4888,264,4421,302,159,4892,369,1,383,24.5065002441406,18,52,117,62412,62530,62515,61698,4677,62032,4587,170,488,871
39,4,31,34,"New South Wales",-21,24,209,7,13,8,11,"Hay",192,9,31,191,"13850",9,211,33,2981,2975,2948,-29,2945,2944,0.034000001847744,16,10,-48,27,14,26,11325.9326171875,-4,24,3292,3209,3483,3394,-20,42,3029,3085,3153,173,2984,27,2994,3005,3016,171,1,152,27,15,221,34,1,1,0.259999990463257,1,53,11,3620,3582,3616,3512,167,3538,161,15,8,31
232,41,220,223,"New South Wales",-170,188,1271,30,36,42,33,"Hilltops",1226,24,190,1019,"13910",26,1075,206,18765,18759,18701,-89,18553,18618,-0.34909999370575,48,29,-127,77,39,74,7140.88671875,-111,68,18337,18467,18213,18266,-56,234,18807,18793,18639,1241,18756,179,18760,18776,18783,1252,-65,1071,75,42,1315,173,1,17,2.59809994697571,5,54,29,18014,18031,18022,18146,1141,18060,1144,41,61,218
1456,296,1250,1541,"New South Wales",-1136,1049,10441,378,2503,418,2331,"Hornsby",9907,1824,1038,8637,"14000",1124,9419,1012,149215,150632,152004,-749,150698,152412,-1.12460005283356,2083,1540,-639,4228,1633,4079,455.037414550781,-1726,3661,139436,141117,136162,137694,-782,1394,143754,143273,142549,10761,147385,954,146147,145262,144458,11715,-1714,9625,4136,2537,10656,974,1,529,331.177185058594,-284,55,2145,132644,134991,134068,135974,9989,135567,9802,1748,420,1427
117,-16,123,126,"New South Wales",-10,188,1124,-74,174,-28,162,"Hunters Hill",1149,132,145,1114,"14100",52,1062,190,14754,14898,14975,90,14861,14963,-0.681699991226196,110,93,76,255,75,244,5.71689987182617,-47,220,13742,13835,13662,13716,52,104,14070,13897,13854,1137,14656,139,14540,14428,14242,1226,-102,1127,249,168,1059,158,1,-64,2599.48559570312,-39,56,145,13296,13512,13412,13636,1179,13631,1200,82,-54,114
2478,1203,2188,2605,"New South Wales",-2233,1042,17772,1341,4545,1416,4254,"Inner West",15548,3305,1062,13711,"14170",2248,15641,980,194744,197836,200720,-1707,199759,201857,-1.03929996490479,3855,2922,-1678,7862,3221,7637,35.211498260498,-2918,6920,173375,176106,167602,170481,-1930,2178,182041,180301,178395,17996,191194,985,188711,186495,184297,19867,-2098,15763,7766,4672,17255,1056,1,1625,5673.1181640625,-383,57,4007,166693,166127,166368,166486,16949,165989,16094,3383,1122,2383
201,45,199,208,"New South Wales",-157,157,1132,84,39,34,35,"Inverell",1064,29,167,866,"14220",30,934,191,17815,17801,17849,-94,17696,17781,-0.477999985218048,51,33,-79,83,43,81,9404.7568359375,-134,78,17253,17445,16947,17104,-68,229,17702,17689,17591,1105,17815,154,17764,17746,17715,1184,-85,948,82,48,1158,170,1,17,1.88160002231598,4,58,32,16784,16852,16867,16874,1050,16822,1053,46,59,241
76,32,66,67,"New South Wales",-53,38,537,16,38,40,34,"Junee",609,26,36,501,"14300",28,482,36,6516,6625,6683,12,6738,6676,0.928699970245361,52,40,-2,83,44,91,2030.02221679688,16,72,5978,6054,5943,5942,19,80,6135,6132,6105,595,6414,34,6336,6283,6213,578,62,542,82,44,597,62,1,31,3.31920003890991,14,59,31,5859,5861,5869,5882,594,5854,535,57,18,54
315,0,362,325,"New South Wales",91,369,1901,-6,68,-61,62,"Kempsey",2103,46,376,1787,"14350",52,1762,323,29550,29633,29742,63,30092,29922,0.568099975585938,92,55,38,148,77,143,3375.67041015625,161,130,28431,28775,28032,28193,25,349,29223,29128,28960,1818,29431,362,29379,29351,29284,2017,170,1909,145,78,2040,312,1,2,8.91440010070801,9,60,56,27164,27466,27327,27936,2178,27608,1939,81,37,363
215,41,219,184,"New South Wales",214,185,1431,19,84,52,78,"Kiama",1742,58,163,1460,"14400",64,1223,185,22461,22987,23383,373,24006,23685,1.355299949646,115,67,280,185,97,179,257.663787841797,271,160,19933,20219,19626,19809,237,212,21004,20806,20522,1457,22110,178,21890,21612,21262,1636,321,1671,181,96,1369,188,1,-1,93.1679000854492,9,61,70,19793,19836,19841,19690,1907,19784,1711,101,24,204
982,121,857,1000,"New South Wales",-393,719,8565,209,3009,199,2832,"Ku-ring-gai",8831,2299,783,7692,"14500",825,7512,759,124515,125965,127079,5,126554,127598,-0.818199992179871,1622,1558,-241,4242,1146,4078,85.4093017578125,-424,3689,107976,110464,104459,105551,180,837,116339,114604,112643,8571,122472,736,121315,119851,118195,9345,-1044,8178,4155,2864,8826,750,1,241,1481.73559570312,-741,62,2620,106965,106559,106778,104883,8921,105839,8324,1246,87,928
77,7,89,69,"New South Wales",-19,98,711,-4,11,-26,10,"Kyogle",728,8,103,478,"14550",9,610,85,8982,8862,8796,-108,8841,8789,0.591600000858307,16,10,-76,26,14,24,3584.18286132812,43,23,9490,9514,9491,9491,-132,92,9416,9537,9544,667,9114,82,9197,9288,9345,723,52,648,25,14,836,89,1,-16,2.46670007705688,2,63,10,9739,9590,9686,9507,766,9525,635,14,3,94
87,20,82,92,"New South Wales",-119,58,445,39,4,13,4,"Lachlan",379,3,74,281,"14600",3,431,73,6317,6230,6160,-103,6025,6089,-1.05110001564026,4,3,-112,8,3,7,14968.25390625,-84,7,6793,6779,6932,6821,-150,113,6749,6802,6765,441,6444,62,6541,6624,6681,446,-64,322,7,4,482,68,1,19,0.402500003576279,0,64,4,7651,7366,7529,7071,362,7214,333,3,45,97
2346,473,2363,2325,"New South Wales",1145,1909,12067,382,498,338,449,"Lake Macquarie",12644,337,2008,10233,"14650",377,10185,1874,203502,204694,205875,263,210031,207783,1.0819000005722,671,436,240,1079,559,1040,648.639282226562,1676,938,191478,193585,188503,189672,48,2267,197693,196811,195263,11330,202332,1890,201240,200249,198953,12586,2248,12475,1057,561,12381,1881,1,451,323.802490234375,99,65,408,186353,188171,187385,188547,14262,188415,12307,591,386,2291
549,385,548,563,"New South Wales",-238,176,3937,355,1057,364,988,"Lane Cove",3763,814,185,3240,"14700",288,3099,184,38780,39442,40128,-141,40336,40527,-0.471300005912781,566,550,-71,1480,402,1427,10.4788999557495,-312,1298,31918,32308,31527,31678,141,550,33728,33233,32803,4206,37694,163,36402,35196,34261,4561,-191,3968,1459,1010,3904,201,1,379,3849.25903320312,-264,66,914,31880,31695,31749,31538,4249,31599,3866,439,349,531
155,67,168,148,"New South Wales",-163,91,729,66,30,41,27,"Leeton",638,21,114,535,"14750",24,610,97,11424,11425,11444,-77,11242,11344,-0.899200022220612,41,25,-82,66,35,64,1167.18762207031,-173,58,11457,11461,11562,11502,-75,146,11430,11406,11432,745,11407,101,11411,11408,11413,792,-102,582,65,34,715,107,1,51,9.63169956207275,4,67,25,11832,11755,11807,11590,619,11681,647,37,39,157
423,38,450,456,"New South Wales",-192,396,3452,62,117,62,107,"Lismore",3341,80,361,2904,"14850",91,3297,416,43930,43803,43687,-329,43790,43668,0.279399991035461,161,94,-312,257,134,247,1287.70422363281,70,225,43750,43940,43338,43636,-393,440,44388,44348,44190,3101,44122,412,44212,44327,44408,3261,122,2909,251,134,3670,358,1,40,34.0063018798828,14,68,96,42721,42681,42749,43011,3331,42764,3140,140,82,458
201,28,222,222,"New South Wales",-84,206,1234,-10,37,-21,33,"Lithgow",1325,25,222,1162,"14870",27,1137,204,21577,21616,21603,15,21556,21518,0.176599994301796,50,30,-45,80,42,78,4512.255859375,5,70,20352,20621,20186,20277,25,203,21000,20850,20732,1232,21484,194,21400,21283,21118,1357,38,1148,79,43,1310,231,1,18,4.77720022201538,5,69,30,20451,20418,20442,20272,1362,20357,1189,45,-28,196
3453,2358,3386,3328,"New South Wales",-145,981,15499,2452,1758,2471,1591,"Liverpool",15526,1179,982,14736,"14900",1332,13684,944,217788,223025,227545,681,234917,231268,1.57780003547668,2369,1395,96,3811,1972,3676,305.740112304688,1075,3313,177372,181712,169868,172875,1052,3463,191799,188088,184910,15705,211983,1028,206205,200725,196122,17148,3649,15560,3730,1981,14845,927,1,2384,768.355224609375,216,70,1442,158027,163835,161908,167472,18223,165627,15595,2085,2536,3433
73,19,79,77,"New South Wales",-78,75,520,-1,6,-3,5,"Liverpool Plains",586,4,76,508,"14920",5,485,84,7871,7886,7903,10,7848,7853,-0.0636999979615211,8,5,11,13,7,13,5082.23974609375,-25,12,7717,7718,7717,7720,23,91,7786,7761,7738,524,7847,60,7837,7831,7812,555,-5,446,13,7,576,68,1,-7,1.54419994354248,1,71,5,7977,7859,7940,7736,530,7797,531,8,23,74
44,6,35,45,"New South Wales",-32,33,257,2,3,12,3,"Lockhart",262,2,32,216,"14950",3,173,25,3240,3290,3285,35,3221,3260,-1.19630002975464,4,3,-10,7,3,6,2895.80493164062,-46,6,3171,3159,3237,3203,43,35,3085,3098,3133,252,3173,29,3121,3117,3096,265,-39,220,6,3,227,31,1,20,1.11230003833771,1,72,3,3550,3404,3470,3267,219,3330,247,3,4,35
1149,725,1246,1068,"New South Wales",1475,522,5832,620,183,646,166,"Maitland",6952,125,503,5670,"15050",140,4538,463,81049,83104,85155,1189,90449,87393,3.4967999458313,249,149,1222,401,209,386,391.508911132812,2307,347,66244,67268,63505,65143,1132,1162,72012,69924,68561,5541,79063,521,77374,75695,73870,5878,3056,7016,392,207,5763,539,1,605,231.026702880859,24,73,152,56055,59167,57642,61961,8185,60440,7054,220,623,1142
746,-387,838,781,"New South Wales",838,1233,5005,-444,171,-433,154,"Mid-Coast",6241,113,1179,5176,"15240",128,4288,1198,92500,93209,93826,940,95209,94407,0.849500000476837,228,158,870,368,191,356,10053.86328125,1144,321,86091,86942,84579,85325,888,834,89308,88818,87948,4653,91801,1225,91038,90468,89940,5230,802,5491,362,193,5301,1219,1,-417,9.46990013122559,45,74,140,81291,83014,82081,84281,6374,83730,5875,202,-385,789
315,96,329,251,"New South Wales",13,202,1753,89,53,89,47,"Mid-Western Regional",1865,34,226,1522,"15270",38,1350,210,24827,25057,25248,79,25563,25367,0.772700011730194,68,43,45,112,57,109,8752.2587890625,91,98,22186,22469,21641,21887,172,291,23343,23020,22774,1594,24546,233,24374,24059,23742,1701,196,1607,110,60,1786,223,1,41,2.92070007324219,9,75,44,22003,21862,22002,21647,1792,21706,1798,62,68,291
213,94,201,201,"New South Wales",-302,89,1108,131,22,80,20,"Moree Plains",952,16,133,721,"15300",18,1004,114,13461,13331,13260,-237,12988,13077,-0.680599987506866,30,23,-229,49,27,47,17902.703125,-190,43,14070,14019,14407,14155,-283,195,13980,14043,14032,1017,13627,107,13735,13853,13925,1089,-89,715,49,25,1189,94,1,87,0.725499987602234,7,76,19,16108,15457,15834,14693,899,15028,879,27,101,220
324,126,288,329,"New South Wales",-538,199,2818,123,855,155,804,"Mosman",2440,655,169,2197,"15350",234,2461,198,30588,30852,30960,-249,30122,30783,-2.14730000495911,461,442,-341,1205,326,1162,8.65030002593994,-574,1048,28422,28761,27570,27900,-264,297,29481,29351,29131,2925,30260,162,30045,29846,29641,3094,-661,2387,1181,814,2689,170,1,131,3482.19140625,-213,77,744,27680,27680,27644,27538,2520,27737,2477,358,127,322
133,0,119,128,"New South Wales",184,124,1127,-20,33,5,30,"Murray River",1287,23,128,960,"15520",25,904,137,11963,12105,12118,98,12571,12330,1.95459997653961,44,30,-6,72,39,69,11863.0166015625,234,63,11161,11226,11020,11082,56,119,11382,11257,11259,921,11872,119,11755,11642,11515,1044,241,1105,72,38,1189,116,1,-9,1.05970001220703,7,78,28,10997,10966,10994,10932,1278,10929,1121,39,3,104
44,2,32,49,"New South Wales",-29,44,295,2,15,5,14,"Murrumbidgee",290,10,39,264,"15560",11,283,25,3955,3956,3917,-21,3871,3916,-1.14909994602203,21,12,-59,33,18,31,6880.7900390625,-49,28,4039,3992,4219,4109,-19,43,3882,3888,3948,289,3929,30,3893,3900,3920,320,-45,260,33,17,311,26,1,24,0.562600016593933,2,79,12,4548,4402,4485,4273,271,4328,236,17,17,46
224,78,203,245,"New South Wales",-181,98,1679,135,54,122,48,"Muswellbrook",1380,36,102,1214,"15650",40,1436,112,16445,16364,16375,-266,16212,16355,-0.874400019645691,72,42,-183,116,59,111,3404.88403320312,-227,100,15749,15878,15639,15713,-222,234,16398,16328,16108,1664,16462,125,16435,16431,16415,1700,-143,1483,113,60,1646,113,1,133,4.76140022277832,6,80,44,15099,15402,15339,15467,1473,15402,1496,63,121,233
199,-55,199,179,"New South Wales",76,258,1538,-51,31,-51,27,"Nambucca Valley",1529,21,250,1350,"15700",23,1225,226,19698,19752,19802,69,19911,19862,0.246700003743172,40,24,68,65,33,63,1491.34313964844,101,57,18695,18892,18299,18456,125,216,19310,19235,19140,1337,19580,254,19541,19501,19428,1545,49,1413,64,34,1460,255,1,-47,13.3510999679565,3,81,25,18026,17849,18005,18247,1646,18136,1606,36,-39,207
156,81,183,162,"New South Wales",-138,131,910,42,22,61,18,"Narrabri",827,14,95,717,"15750",15,876,111,13287,13216,13134,-158,12948,13049,-0.773999989032745,28,17,-147,46,23,44,13014.994140625,-185,40,13303,13349,13477,13359,-159,182,13433,13438,13394,853,13367,102,13459,13480,13489,990,-101,715,45,25,985,144,1,51,0.994899988174438,3,82,18,14422,14050,14244,13592,805,13784,763,26,38,173
69,11,86,69,"New South Wales",-51,64,395,16,21,10,19,"Narrandera",443,14,59,288,"15800",17,333,67,5935,5924,5898,-45,5834,5858,-0.409700006246567,29,17,-66,46,24,43,4116.345703125,-38,40,6069,6093,6149,6103,-45,66,6086,6115,6105,438,5949,75,5978,6015,6054,428,-24,387,45,23,488,72,1,2,1.41729998588562,3,83,17,6686,6433,6580,6221,390,6307,329,24,-6,80
90,14,90,83,"New South Wales",-85,55,441,33,9,33,8,"Narromine",430,6,57,377,"15850",8,437,69,6584,6559,6516,-69,6392,6460,-1.05260002613068,13,8,-87,21,11,19,5261.5166015625,-84,18,6726,6748,6691,6676,-60,82,6795,6832,6815,450,6617,76,6668,6721,6761,496,-68,365,20,10,499,61,1,14,1.21490001678467,2,84,8,7060,6863,6980,6734,412,6777,354,11,21,88
1891,525,1887,1928,"New South Wales",239,1364,12602,475,1563,449,1418,"Newcastle",11621,1052,1442,9916,"15900",1190,10745,1438,162477,163943,165541,-837,168880,167362,0.907000005245209,2109,1237,-638,3396,1761,3272,186.725494384766,808,2953,150553,151895,146623,148524,-829,1820,156451,155550,153483,12197,160707,1362,159680,158683,157477,12762,1518,12436,3324,1763,12458,1428,1,490,904.42919921875,185,85,1287,141001,143613,142220,145914,13570,144834,11964,1854,392,1839
1107,716,978,1145,"New South Wales",-1301,270,8577,769,2553,842,2402,"North Sydney",7511,1953,265,6858,"15950",697,7788,285,73112,74087,74957,-911,73712,75079,-1.82070004940033,1373,1319,-870,3594,971,3446,10.4910001754761,-1449,3129,63484,64762,61512,62476,-930,989,67630,66747,65850,8809,71809,262,70860,69754,68666,9453,-1367,7508,3524,2432,8422,263,1,860,7026.212890625,-634,86,2221,58337,59583,58816,60850,8004,60271,7707,1044,726,1039
3031,1331,2988,3246,"New South Wales",-2345,1779,12403,1174,3930,1351,3578,"Northern Beaches",10986,2860,1680,10017,"15990",1834,11539,1812,268870,271027,273409,-1928,272184,274023,-0.67110002040863,3490,2469,-1457,6731,2665,6312,254.20719909668,-2779,5853,239842,244500,233600,237084,-1522,2857,254115,251696,248250,12810,265468,1657,262593,259723,257020,14320,-1839,10465,6595,4019,12914,1732,1,1434,1070.71704101562,-391,87,3241,229816,230208,230170,231741,11541,230438,10946,2734,1125,2953
54,5,45,65,"New South Wales",-14,49,424,6,9,-6,8,"Oberon",436,6,60,364,"16100",9,361,44,5387,5403,5411,10,5425,5420,0.0922999978065491,14,8,-10,22,12,20,3625.04711914062,-2,19,5161,5192,5179,5166,3,52,5235,5209,5207,447,5349,40,5329,5318,5300,504,5,433,21,10,426,38,1,21,1.49650001525879,2,88,8,5257,5243,5269,5193,502,5209,414,12,14,55
633,332,679,590,"New South Wales",-242,363,2945,309,153,254,139,"Orange",3100,103,379,2404,"16150",117,2560,351,41501,42000,42445,61,42809,42503,0.719900012016296,208,123,-39,334,175,323,284.215911865234,-46,289,37401,37904,36374,36801,-156,568,39769,39419,38660,2802,41210,347,40837,40619,40167,2962,306,2560,328,172,3039,385,1,239,150.621398925781,20,89,126,36701,36721,36728,36410,2916,36501,2906,184,183,672
180,69,208,181,"New South Wales",-153,153,1040,65,27,24,25,"Parkes",984,19,156,722,"16200",21,797,151,14916,14877,14835,-96,14623,14729,-0.71969997882843,37,22,-138,60,31,58,5957.61376953125,-178,52,14755,14835,14600,14643,-75,178,15048,15083,14984,1017,14924,139,14954,14991,15022,1074,-106,864,58,31,1080,152,1,30,2.45449995994568,3,90,23,14927,14807,14901,14627,896,14690,902,33,26,218
3577,2316,3402,3818,"New South Wales",-3757,1098,23624,2456,6869,2506,6320,"Parramatta",21508,4880,1071,17709,"16260",4538,19338,1141,243557,251065,257094,-1866,258799,260246,-0.555999994277954,8065,5331,-3071,13710,6644,13188,83.8302993774414,-4214,12032,189684,195136,180919,185175,-1629,3423,208182,203205,199575,23788,234444,1086,227649,221107,214537,25731,-1447,20031,13513,7494,23374,1052,1,2677,3087.17724609375,451,91,5645,170101,172927,171245,178021,21517,175370,20553,6868,2371,3554
3106,2211,3325,3082,"New South Wales",522,1111,13772,2162,903,1994,818,"Penrith",14393,608,1112,11759,"16350",685,11319,1114,205220,208947,212944,660,219173,216264,1.34510004520416,1215,720,820,1958,1015,1891,404.702087402344,586,1703,179851,181901,176067,177280,440,3247,187281,184589,182948,13328,201597,1114,197678,193765,190527,14676,2909,13850,1918,1018,13733,1134,1,1968,541.566284179688,112,92,743,176277,176610,176829,175799,15262,175589,14592,1073,2113,3273
687,-86,811,684,"New South Wales",1461,932,4251,-213,221,-156,199,"Port Macquarie-Hastings",5788,149,843,4847,"16380",167,3587,872,81441,83062,84515,1515,87560,85960,1.86129999160767,296,176,1418,478,248,461,3682.3916015625,1659,416,72528,73317,69947,71097,1260,741,76271,75232,74460,3882,80073,897,78997,78048,77043,4217,1600,5343,469,249,4273,924,1,-188,23.7779998779297,27,93,182,64960,67960,66573,69659,5876,68987,5669,262,-183,719
696,105,708,676,"New South Wales",830,589,5298,134,191,64,171,"Port Stephens",6024,130,632,5155,"16400",147,4840,590,71772,72630,73472,566,75685,74509,1.57829999923706,256,159,494,412,214,399,858.435729980469,1042,363,64316,65521,62132,63425,315,671,68012,67214,66447,4921,71115,603,70257,69537,68750,5330,1176,5751,405,216,5458,611,1,86,88.1661987304688,29,94,156,58509,60410,59506,61918,6372,61256,5792,228,60,723
825,609,874,764,"New South Wales",328,281,5177,583,347,542,314,"Queanbeyan-Palerang Regional",4997,235,283,4392,"16490",265,4312,274,58816,59889,61089,120,63491,62234,2.01979994773865,456,363,228,741,389,725,5319.00732421875,520,656,52141,53190,50070,51002,80,832,55408,54844,54250,4690,57790,265,57130,56537,55920,4848,1257,5018,736,391,4877,280,1,490,11.9365997314453,128,95,285,44289,47142,45669,48886,5368,47783,5405,411,552,864
1781,801,1591,1873,"New South Wales",-2303,881,12152,831,6514,888,5961,"Randwick",8857,4848,893,7991,"16550",2677,11008,882,152149,154145,155521,-3120,153498,156596,-1.9782999753952,5253,3306,-3481,10692,4026,10189,36.3310012817383,-2357,9240,131136,133975,125346,128229,-3017,1585,139836,137792,136006,11728,148922,790,146908,144814,142459,12648,-3098,9425,10540,6563,11977,884,1,991,4224.98681640625,-1542,96,5439,124456,124252,124390,124596,10291,124088,8671,4228,701,1712
273,94,294,260,"New South Wales",-44,209,1727,37,44,39,40,"Richmond Valley",1776,30,234,1578,"16610",32,1570,252,23331,23374,23462,-49,23572,23491,0.344799995422363,59,35,2,95,49,93,3047.37475585938,-18,82,22291,22417,21728,22067,8,258,22848,22717,22597,1604,23256,200,23148,23087,22981,1733,81,1560,93,50,1825,217,1,8,7.73519992828369,5,97,36,21014,21213,21213,21256,1715,21167,1729,53,41,246
1464,826,1523,1622,"New South Wales",-572,625,10079,901,4240,710,3857,"Ryde",9695,3120,754,8088,"16700",1805,9188,727,124619,127340,131186,-829,132822,133205,-0.287499994039536,3554,2464,283,7030,2662,6697,40.4746017456055,-553,6074,104602,105983,100344,102453,-1100,1526,111156,108712,107319,10589,121270,697,118499,115843,113547,11441,-383,10017,6902,4269,10524,740,1,895,3281.61376953125,-656,98,3476,98516,98929,98711,99527,10888,99089,10362,2840,786,1526
891,416,960,764,"New South Wales",1002,530,4145,354,193,345,176,"Shellharbour",4676,132,546,3857,"16900",149,3730,507,71036,72160,73225,549,76364,74625,2.33030009269714,261,163,493,420,218,406,147.420806884766,1292,367,63956,64778,62243,62916,127,849,66840,66218,65597,3859,70391,544,69474,68658,67701,4106,1739,4861,411,218,4127,600,1,257,518.000183105469,31,99,159,59383,60815,60054,61863,5398,61382,4638,230,249,884
1041,63,1169,902,"New South Wales",1427,1151,5904,-45,301,-87,275,"Shoalhaven",7080,207,1128,6089,"16950",232,5197,1084,103061,104268,105637,933,108892,107198,1.58029997348785,409,242,1071,659,343,636,4567.201171875,1596,576,92351,93754,90505,91497,892,1081,97166,96203,95154,5436,101942,1106,100550,99292,98097,6253,1694,6863,644,344,6147,1179,1,-182,23.8421993255615,35,100,250,86856,88861,88055,90173,7849,89374,6975,361,-98,1106
282,177,322,305,"New South Wales",-280,147,2047,192,56,132,49,"Singleton",2099,38,150,1735,"17000",43,2064,127,23499,23397,23457,-301,23573,23379,0.829800009727478,74,44,-194,120,62,116,4892.716796875,11,105,22860,23063,22535,22663,-329,300,23548,23523,23335,2020,23576,145,23586,23597,23557,2126,194,1740,118,62,2400,141,1,178,4.81799983978271,6,101,46,21066,21671,21356,22254,2137,21886,1853,67,159,339
201,43,192,185,"New South Wales",62,163,1493,42,101,39,92,"Snowy Monaro Regional",1387,69,162,1180,"17040",78,1217,175,20665,20714,20793,-110,21207,20997,1.00010001659393,134,81,-76,218,113,212,15164.7900390625,155,192,20147,20241,20008,20073,-37,201,20403,20386,20335,1274,20558,149,20473,20454,20433,1507,210,1336,214,114,1497,137,1,10,1.39839994907379,12,102,84,19440,19710,19571,19866,1662,19762,1417,120,64,205
164,14,149,145,"New South Wales",-96,154,965,17,37,13,35,"Snowy Valleys",851,25,151,712,"17080",27,789,170,14559,14516,14476,-101,14349,14413,-0.444000005722046,50,31,-99,81,42,80,8958.921875,-84,70,14575,14647,14684,14641,-77,175,14741,14756,14728,929,14611,135,14640,14690,14720,947,-64,833,79,43,952,169,1,-25,1.60160005092621,6,103,31,15084,15052,15018,14700,863,14793,866,45,6,171
2669,1127,2686,2579,"New South Wales",39,1535,11014,1163,1112,1053,1007,"Sutherland Shire",9441,745,1616,8165,"17150",843,9482,1525,227695,228980,230579,-1087,234275,232366,0.82150000333786,1497,886,-814,2411,1250,2326,333.580596923828,641,2095,216400,219065,211230,213161,-1317,2504,221220,220250,220060,10557,226461,1559,225218,223921,222549,11137,1909,10596,2362,1252,10528,1599,1,1054,702.304016113281,141,105,914,212458,212719,212978,211460,11778,211907,10200,1319,905,2698
2325,1521,2240,2443,"New South Wales",-3240,674,21947,1577,17230,1579,15638,"Sydney",18280,12952,746,16544,"17200",4472,17647,661,233177,240102,245942,-2840,242237,248668,-2.58619999885559,9781,8297,-1824,24645,6087,23824,26.6762008666992,-3297,20856,172985,177150,164597,169056,-1103,2208,189543,183281,180748,22624,222717,719,214037,204516,196318,24325,-6431,19384,23317,16384,21120,714,1,1782,9080.6416015625,-4655,106,14864,128901,145079,136368,158834,21028,152892,20123,8186,1494,2251
793,356,851,752,"New South Wales",-443,537,3714,289,291,266,263,"Tamworth Regional",3601,196,527,3179,"17310",223,3167,533,61615,62086,62531,-185,62782,62544,0.380499988794327,394,247,-174,634,330,653,9884.3505859375,-169,552,56148,56814,54887,55607,12,768,58699,58228,57650,3557,60990,495,60432,59872,59240,3748,238,3114,621,329,3786,535,1,219,6.35169982910156,51,107,240,53557,54016,53831,54363,3579,54111,3540,390,233,826
75,-16,53,61,"New South Wales",-35,61,284,5,6,-6,6,"Temora",355,4,81,263,"17350",6,234,71,6239,6267,6307,26,6249,6274,-0.398499995470047,10,5,27,15,8,14,2802.01586914062,-10,13,5959,5936,6008,5977,29,72,6002,5953,5951,310,6210,69,6165,6098,6055,356,-25,275,14,7,329,76,1,-10,2.23020005226135,1,108,5,6288,6123,6221,6016,346,6039,311,8,-4,66
70,-13,58,64,"New South Wales",-96,74,521,-16,6,-8,6,"Tenterfield",522,5,78,444,"17400",6,484,71,6660,6631,6594,-29,6502,6471,0.479099988937378,10,5,-29,15,8,14,7324.30712890625,44,13,6796,6882,6666,6731,-40,51,6925,6990,6941,512,6697,71,6713,6769,6834,522,31,416,14,7,551,84,1,-7,0.887700021266937,0,109,5,6842,6709,6808,6630,566,6650,492,8,-33,58
